search_string,start_time,end_time,sentence,video_id,video_url
ya no sé cómo sigue pero es un principio del libro muy bueno lo dice todo el mundo y es que es verdad,692,699,ya no sé cómo sigue pero es un principio del libro muy bueno lo dice todo el mundo y es que es verdad,ySa67e0jKNA,https://www.youtube.com/watch?v=ySa67e0jKNA&t=692s
será que puedo llevar mi comida la respuesta es sí pueden sin embargo también hay que tener en cuenta,298,304,será que puedo llevar mi comida la respuesta es sí pueden sin embargo también hay que tener en cuenta,VrhJQaKbItM,https://www.youtube.com/watch?v=VrhJQaKbItM&t=298s
con la siguiente vuelta es que habrá para terminar esta vuelta nos vamos a ir encima del primer punto,2568,2573,con la siguiente vuelta es que habrá para terminar esta vuelta nos vamos a ir encima del primer punto,g8aat5Z4idw,https://www.youtube.com/watch?v=g8aat5Z4idw&t=2568s
personas como tal pues la vamos a empezar quien de aquí quiere saber qué va a ser la clase dice bueno,352,359,personas como tal pues la vamos a empezar quien de aquí quiere saber qué va a ser la clase dice bueno,6QL5KvDUHRo,https://www.youtube.com/watch?v=6QL5KvDUHRo&t=352s
eso lo que a mí me gusta esto está especial y todo bueno miren ustedes pensar que hay gente que viene,538,545,eso lo que a mí me gusta esto está especial y todo bueno miren ustedes pensar que hay gente que viene,80I_G0IAEMs,https://www.youtube.com/watch?v=80I_G0IAEMs&t=538s
con el muchacho que hace este tipo de trabajo aquí tenemos todo lo que es la sala de la parte de agua,750,756,con el muchacho que hace este tipo de trabajo aquí tenemos todo lo que es la sala de la parte de agua,nhOkC_ulN3Q,https://www.youtube.com/watch?v=nhOkC_ulN3Q&t=750s
di vuelta así este es el lado derecho me voy a ir encima del primer punto alto que fue el último que,883,891,di vuelta así este es el lado derecho me voy a ir encima del primer punto alto que fue el último que,L4SwheG0b6I,https://www.youtube.com/watch?v=L4SwheG0b6I&t=883s
parece mal porque tampoco sé si es real ya nos han dicho que sí pero eso seguro sí sí sí está afuera,426,434,parece mal porque tampoco sé si es real ya nos han dicho que sí pero eso seguro sí sí sí está afuera,KoxhkJCCvoE,https://www.youtube.com/watch?v=KoxhkJCCvoE&t=426s
que yo llevo toda la vida diciendo y además mucha gente me dice lo que tú dices que te van a decir a,1553,1559,que yo llevo toda la vida diciendo y además mucha gente me dice lo que tú dices que te van a decir a,VliJEkV937w,https://www.youtube.com/watch?v=VliJEkV937w&t=1553s
pues porque es la forma en que me gusta hacerlo a mí listo así que muchachos aquí vemos puede ser un,84,89,pues porque es la forma en que me gusta hacerlo a mí listo así que muchachos aquí vemos puede ser un,wAVbG2GQl60,https://www.youtube.com/watch?v=wAVbG2GQl60&t=84s
en dos minutos o menos hazlo ya así no lo piensas esto les pasa mucho seguro con el orden de la casa,187,193,en dos minutos o menos hazlo ya así no lo piensas esto les pasa mucho seguro con el orden de la casa,TYy1LiB56Qk,https://www.youtube.com/watch?v=TYy1LiB56Qk&t=187s
hemos sentido a nosotros creo que ha sido uno como que desde las cosas que más nos hacen falta ver a,4988,4995,hemos sentido a nosotros creo que ha sido uno como que desde las cosas que más nos hacen falta ver a,NJQ1ClFgrlk,https://www.youtube.com/watch?v=NJQ1ClFgrlk&t=4988s
haya encontrado algo de su gusto de verdad pues sí pues sí aunque bueno hay que tener más justo para,605,610,haya encontrado algo de su gusto de verdad pues sí pues sí aunque bueno hay que tener más justo para,IxLNXR44VPg,https://www.youtube.com/watch?v=IxLNXR44VPg&t=605s
le dijo tengo visto una cosa que tienes que ver por si te gusta esa cosa acabó siendo nuestra tienda,60,68,le dijo tengo visto una cosa que tienes que ver por si te gusta esa cosa acabó siendo nuestra tienda,5ugx3QnZwsw,https://www.youtube.com/watch?v=5ugx3QnZwsw&t=60s
pero es muy importante tener toda esta información entonces yo sí que espero que estoy segura de que,2348,2357,pero es muy importante tener toda esta información entonces yo sí que espero que estoy segura de que,fpEZEx_DrS4,https://www.youtube.com/watch?v=fpEZEx_DrS4&t=2348s
espero que tú también se esté pasando a tus amigos a tu esposo a tu esposa más bien al esposo con el,2009,2017,espero que tú también se esté pasando a tus amigos a tu esposo a tu esposa más bien al esposo con el,d0S6iL3ufvo,https://www.youtube.com/watch?v=d0S6iL3ufvo&t=2009s
vida no y medio como que eso no es para mis padres así que ayer no encontramos casa pero hoy tenemos,783,791,vida no y medio como que eso no es para mis padres así que ayer no encontramos casa pero hoy tenemos,KjEJmg_HcjY,https://www.youtube.com/watch?v=KjEJmg_HcjY&t=783s
aquí tiene que haber una manera o sea la chica ha estado aquí diez años y no en contra de una manera,623,628,aquí tiene que haber una manera o sea la chica ha estado aquí diez años y no en contra de una manera,e2Izgbf0tuA,https://www.youtube.com/watch?v=e2Izgbf0tuA&t=623s
terminar esta vuelta aquí encima del último punto alto voy a hacer un punto alto al modo de terminar,480,488,terminar esta vuelta aquí encima del último punto alto voy a hacer un punto alto al modo de terminar,8nRZGXlJzm0,https://www.youtube.com/watch?v=8nRZGXlJzm0&t=480s
bien lo ha dicho el joven en el jefe maestro y es por eso que una vez más haciendo honor a la verdad,318,323,bien lo ha dicho el joven en el jefe maestro y es por eso que una vez más haciendo honor a la verdad,o_NdxmjC7OY,https://www.youtube.com/watch?v=o_NdxmjC7OY&t=318s
también nos pregunta qué es lo que queremos hacer de primera y yo le voy a dar que una clase vamos a,728,736,también nos pregunta qué es lo que queremos hacer de primera y yo le voy a dar que una clase vamos a,oTdfeRfIItw,https://www.youtube.com/watch?v=oTdfeRfIItw&t=728s
importante puede ser muy importante pero no tiene tanto pie para poder llegar al oído del presidente,619,626,importante puede ser muy importante pero no tiene tanto pie para poder llegar al oído del presidente,GWU6dmcjHnU,https://www.youtube.com/watch?v=GWU6dmcjHnU&t=619s
perfecto vamos a la siguiente y última pregunta de la tarde que es esta de qué forma se puede hacer,2764,2773,perfecto vamos a la siguiente y última pregunta de la tarde que es esta de qué forma se puede hacer,ONZCQm3u8b4,https://www.youtube.com/watch?v=ONZCQm3u8b4&t=2764s
gente porque muy raro no sé por qué no hay dice ni encontramos y la única que encontramos que tiene,141,148,gente porque muy raro no sé por qué no hay dice ni encontramos y la única que encontramos que tiene,DSWhpWrWlEA,https://www.youtube.com/watch?v=DSWhpWrWlEA&t=141s
la persona que se encuentra en esta habitación no a sentir nada lo mismo sucede de esta puerta para,266,274,la persona que se encuentra en esta habitación no a sentir nada lo mismo sucede de esta puerta para,D6aGuf7v0iQ,https://www.youtube.com/watch?v=D6aGuf7v0iQ&t=266s
ellas al final ahora me da pena esta foto y claro a mí me da pena toda la situación desde el primer,12993,12999,ellas al final ahora me da pena esta foto y claro a mí me da pena toda la situación desde el primer,zn4B5zDWOGk,https://www.youtube.com/watch?v=zn4B5zDWOGk&t=12993s
gracias a dios señor por favor que no me pase nada con ninguna y no he tenido ningún problema o sea,355,363,gracias a dios señor por favor que no me pase nada con ninguna y no he tenido ningún problema o sea,hgFN70jzrCc,https://www.youtube.com/watch?v=hgFN70jzrCc&t=355s
y más allá también de todo lo que está pasando de las noticias nos dice mucha gente si realmente el,699,705,y más allá también de todo lo que está pasando de las noticias nos dice mucha gente si realmente el,AdquNDvrTPM,https://www.youtube.com/watch?v=AdquNDvrTPM&t=699s
está en la escuela lo que hay que hacer lo mismo entonces para mí era muy bonito poder ser parte de,1840,1846,está en la escuela lo que hay que hacer lo mismo entonces para mí era muy bonito poder ser parte de,W575H6m0AMQ,https://www.youtube.com/watch?v=W575H6m0AMQ&t=1840s
por acá al centro no está un poco más arriba y lo voy a dejar ahí ahora voy a hacer lo siguiente no,110,117,por acá al centro no está un poco más arriba y lo voy a dejar ahí ahora voy a hacer lo siguiente no,TbXEKuAycCE,https://www.youtube.com/watch?v=TbXEKuAycCE&t=110s
en el paso a paso como pueden hacer este si lo van a hacer para niños y bueno miren ahí están están,1734,1740,en el paso a paso como pueden hacer este si lo van a hacer para niños y bueno miren ahí están están,ZmtmnO49caI,https://www.youtube.com/watch?v=ZmtmnO49caI&t=1734s
este punto que acabo de hacer cuenta como un punto nada más así es que ahora para terminar me voy a,337,343,este punto que acabo de hacer cuenta como un punto nada más así es que ahora para terminar me voy a,O1bNrd0JriQ,https://www.youtube.com/watch?v=O1bNrd0JriQ&t=337s
para mí está muy muy muy especial y es que esta es la de david qué pasa un poco lo mismo su primera,550,557,para mí está muy muy muy especial y es que esta es la de david qué pasa un poco lo mismo su primera,Iav6FEwBaZQ,https://www.youtube.com/watch?v=Iav6FEwBaZQ&t=550s
mucho menos estás aquí simplemente para hacer que este mundo sea algo mejor después de haber estado,731,738,mucho menos estás aquí simplemente para hacer que este mundo sea algo mejor después de haber estado,fGzWrbjb_Nw,https://www.youtube.com/watch?v=fGzWrbjb_Nw&t=731s
aquí a mano derecha vamos a tener una caja fuerte no sé si sea muy pequeña para su gusto pero estoy,1047,1054,aquí a mano derecha vamos a tener una caja fuerte no sé si sea muy pequeña para su gusto pero estoy,RaRcsoUqDeQ,https://www.youtube.com/watch?v=RaRcsoUqDeQ&t=1047s
una hora además que muchas veces es para llegar a un sitio a dormir con seguridad para ir a nuestra,2727,2733,una hora además que muchas veces es para llegar a un sitio a dormir con seguridad para ir a nuestra,XzKvnh6ULD0,https://www.youtube.com/watch?v=XzKvnh6ULD0&t=2727s
era si usted quiere salir una noche haber una una película con el marido y tiene el bebé pues llama,2961,2966,era si usted quiere salir una noche haber una una película con el marido y tiene el bebé pues llama,0OC59N9b85I,https://www.youtube.com/watch?v=0OC59N9b85I&t=2961s
este problema y que más nunca tienes un problema a la hora de que hablar con una chica que te gusta,39,47,este problema y que más nunca tienes un problema a la hora de que hablar con una chica que te gusta,LCnSoI5amn0,https://www.youtube.com/watch?v=LCnSoI5amn0&t=39s
todo lo que vamos a hacer por todo alrededor ahora para terminar esta vuelta se van a ir encima del,1667,1673,todo lo que vamos a hacer por todo alrededor ahora para terminar esta vuelta se van a ir encima del,o_4tyKNvXv8,https://www.youtube.com/watch?v=o_4tyKNvXv8&t=1667s
porque lo tienes todo pero a la vez es como que no tienes nada porque yo tengo mi casa yo tengo las,685,692,porque lo tienes todo pero a la vez es como que no tienes nada porque yo tengo mi casa yo tengo las,ZyghXM2t1CM,https://www.youtube.com/watch?v=ZyghXM2t1CM&t=685s
este programa con esta canción entonces para tener uno antes de porque es tanto yo creo que tenemos,3387,3394,este programa con esta canción entonces para tener uno antes de porque es tanto yo creo que tenemos,hVjcHnXNVa0,https://www.youtube.com/watch?v=hVjcHnXNVa0&t=3387s
tiene muchos años está ahí la verdad es que bueno no lo vamos a cambiar porque funciona muy bien y,751,758,tiene muchos años está ahí la verdad es que bueno no lo vamos a cambiar porque funciona muy bien y,xwtCRW9gbcw,https://www.youtube.com/watch?v=xwtCRW9gbcw&t=751s
un final feliz entonces padre hemos llegado ya la parte final pero se acabó el programa pero ellos,2965,2975,un final feliz entonces padre hemos llegado ya la parte final pero se acabó el programa pero ellos,0UAoqtnXS9k,https://www.youtube.com/watch?v=0UAoqtnXS9k&t=2965s
entonces en él y como les decía la familia sin que tú diga cómo es que lo hacen ya sabemos que son,1290,1300,entonces en él y como les decía la familia sin que tú diga cómo es que lo hacen ya sabemos que son,ratI9D_TUPY,https://www.youtube.com/watch?v=ratI9D_TUPY&t=1290s
problema que están buscando sí porque yo dicen que también si claro señor este tipo con el permiso,2823,2829,problema que están buscando sí porque yo dicen que también si claro señor este tipo con el permiso,d0S6iL3ufvo,https://www.youtube.com/watch?v=d0S6iL3ufvo&t=2823s
vamos a hacer un punto alto ahí está uno y en el siguiente otro punto alto ahora me voy a regresar,164,175,vamos a hacer un punto alto ahí está uno y en el siguiente otro punto alto ahora me voy a regresar,G4BBT7cBOUE,https://www.youtube.com/watch?v=G4BBT7cBOUE&t=164s
una familia grande recuerdo a mi mamá un día que me dice y si la esposa no quiere tener seis hijos,1256,1261,una familia grande recuerdo a mi mamá un día que me dice y si la esposa no quiere tener seis hijos,IywC8kt8iW8,https://www.youtube.com/watch?v=IywC8kt8iW8&t=1256s
primero que tengo aquí así es que para terminar esta vuelta nada más me voy a ir encima aquí miren,1029,1035,primero que tengo aquí así es que para terminar esta vuelta nada más me voy a ir encima aquí miren,u9WmZxPcyRU,https://www.youtube.com/watch?v=u9WmZxPcyRU&t=1029s
yo siempre lo digo porque las mujeres el trato con él con las personas es lo hacen mejor y también,866,873,yo siempre lo digo porque las mujeres el trato con él con las personas es lo hacen mejor y también,EofFUkXo0mo,https://www.youtube.com/watch?v=EofFUkXo0mo&t=866s
a nuestro lado ahora mismo minutos horas que se hace el día siguiente un muy poco tiempo no estará,1194,1202,a nuestro lado ahora mismo minutos horas que se hace el día siguiente un muy poco tiempo no estará,h6BpNFjZxww,https://www.youtube.com/watch?v=h6BpNFjZxww&t=1194s
dicen así ustedes van al hospital van a tener que esperar tres cuatro o cinco horas eso a mí nunca,335,342,dicen así ustedes van al hospital van a tener que esperar tres cuatro o cinco horas eso a mí nunca,ot6vQkK3Fr8,https://www.youtube.com/watch?v=ot6vQkK3Fr8&t=335s
madre mía estos son los ojos que he visto yo ahí abajo chicos no ha sido una buena idea venir aquí,424,430,madre mía estos son los ojos que he visto yo ahí abajo chicos no ha sido una buena idea venir aquí,mT_NPaMsJfQ,https://www.youtube.com/watch?v=mT_NPaMsJfQ&t=424s
detrás aquí al final encima del último punto alto vamos a hacer un punto alto ahora creo que voy a,1521,1528,detrás aquí al final encima del último punto alto vamos a hacer un punto alto ahora creo que voy a,yjqukPuFwMs,https://www.youtube.com/watch?v=yjqukPuFwMs&t=1521s
hacemos algo o algo que me encanta lo voy a tener que dejar por lo tanto ya me da igual como decía,1681,1688,hacemos algo o algo que me encanta lo voy a tener que dejar por lo tanto ya me da igual como decía,5XZsGVpUXkc,https://www.youtube.com/watch?v=5XZsGVpUXkc&t=1681s
muy bonito me encanta este punto miren qué lindo está bien bonito bueno ahora lo que vamos a hacer,2121,2130,muy bonito me encanta este punto miren qué lindo está bien bonito bueno ahora lo que vamos a hacer,g8aat5Z4idw,https://www.youtube.com/watch?v=g8aat5Z4idw&t=2121s
ver que en realidad no es mucho no lo sé bueno me lo pienso y ya os digo en que queda la cosa vale,1020,1026,ver que en realidad no es mucho no lo sé bueno me lo pienso y ya os digo en que queda la cosa vale,3Nc8PeFPp1c,https://www.youtube.com/watch?v=3Nc8PeFPp1c&t=1020s
nos vamos encima del último punto alto y hacemos un punto alto y aquí está la vuelta número cuatro,894,901,nos vamos encima del último punto alto y hacemos un punto alto y aquí está la vuelta número cuatro,ZmtmnO49caI,https://www.youtube.com/watch?v=ZmtmnO49caI&t=894s
qué ha pasado vale de pronto estamos en un lugar bastante extraño donde estamos pues no lo sé pero,246,253,qué ha pasado vale de pronto estamos en un lugar bastante extraño donde estamos pues no lo sé pero,G6OyafUgx8c,https://www.youtube.com/watch?v=G6OyafUgx8c&t=246s
otros hacia la izquierda pero si a ustedes se les hace muy difícil los pueden hacer todos hacia el,146,152,otros hacia la izquierda pero si a ustedes se les hace muy difícil los pueden hacer todos hacia el,mCL1RSAHegM,https://www.youtube.com/watch?v=mCL1RSAHegM&t=146s
por detrás por frente por detrás así hasta llegar al final de esta vuelta ahora no estoy segura si,985,993,por detrás por frente por detrás así hasta llegar al final de esta vuelta ahora no estoy segura si,_9nZNoIbTYE,https://www.youtube.com/watch?v=_9nZNoIbTYE&t=985s
van a empezar a salir y bueno estamos de pruebas para eso para ver si funciona todo bien con todos,649,657,van a empezar a salir y bueno estamos de pruebas para eso para ver si funciona todo bien con todos,cKq02Kw8riI,https://www.youtube.com/watch?v=cKq02Kw8riI&t=649s
es algo raro es algo nuevo todo el mundo pregunta cuánto tiempo puede ir así pues cuanto más mejor,566,573,es algo raro es algo nuevo todo el mundo pregunta cuánto tiempo puede ir así pues cuanto más mejor,qND0kpauVss,https://www.youtube.com/watch?v=qND0kpauVss&t=566s
pues yo trato de hacerlo como en la vida real si me ha ido muy bien en el equipo si cada vez juego,380,386,pues yo trato de hacerlo como en la vida real si me ha ido muy bien en el equipo si cada vez juego,thTnfp8p5Wk,https://www.youtube.com/watch?v=thTnfp8p5Wk&t=380s
puesto y tal lo hace para llamar atención porque realmente no le hace caso a nadie es una persona,652,658,puesto y tal lo hace para llamar atención porque realmente no le hace caso a nadie es una persona,o_NdxmjC7OY,https://www.youtube.com/watch?v=o_NdxmjC7OY&t=652s
vamos a hacer lo mismo para la vuelta número dos tres cuatro cinco y seis miren tenemos todos los,769,777,vamos a hacer lo mismo para la vuelta número dos tres cuatro cinco y seis miren tenemos todos los,hZmwN7FQkFc,https://www.youtube.com/watch?v=hZmwN7FQkFc&t=769s
esta vuelta en este espacio voy a hacer un punto bajo ahora aquí vamos a ver cómo nos queda mejor,553,560,esta vuelta en este espacio voy a hacer un punto bajo ahora aquí vamos a ver cómo nos queda mejor,rR14rvU5MYw,https://www.youtube.com/watch?v=rR14rvU5MYw&t=553s
miren aquí así aquí lo voy a hacer vamos a hacer un medio punto alto ahora en la siguiente vuelta,575,582,miren aquí así aquí lo voy a hacer vamos a hacer un medio punto alto ahora en la siguiente vuelta,rEgd0IJkE6U,https://www.youtube.com/watch?v=rEgd0IJkE6U&t=575s
y para esta vuelta y última vuelta vamos a hacer nada más un punto alto encima de cada uno de los,1400,1408,y para esta vuelta y última vuelta vamos a hacer nada más un punto alto encima de cada uno de los,fuhSbJpOUE8,https://www.youtube.com/watch?v=fuhSbJpOUE8&t=1400s
está terminado miren qué lindo está bien así es como se mira en la parte de abajo y aquí en medio,1664,1672,está terminado miren qué lindo está bien así es como se mira en la parte de abajo y aquí en medio,ePC_IO5l48M,https://www.youtube.com/watch?v=ePC_IO5l48M&t=1664s
mucho y ahora con un poco más de mí sé mis padres la verdad a ver a ver a ver dice está ahí abajo,604,610,mucho y ahora con un poco más de mí sé mis padres la verdad a ver a ver a ver dice está ahí abajo,6alLhC5Puoc,https://www.youtube.com/watch?v=6alLhC5Puoc&t=604s
ahora ya estamos en la parte de atrás y ahí está así es como vamos a trabajar aquí miren y así es,1548,1554,ahora ya estamos en la parte de atrás y ahí está así es como vamos a trabajar aquí miren y así es,ygwnCYOk51U,https://www.youtube.com/watch?v=ygwnCYOk51U&t=1548s
por frente y por detrás aquí para terminar esta vuelta hice un medio punto alto encima del último,952,959,por frente y por detrás aquí para terminar esta vuelta hice un medio punto alto encima del último,_9nZNoIbTYE,https://www.youtube.com/watch?v=_9nZNoIbTYE&t=952s
me parece mucho más real parece muy bueno bueno se acabó el primer tiempo vamos a hacer un tiempo,6020,6028,me parece mucho más real parece muy bueno bueno se acabó el primer tiempo vamos a hacer un tiempo,XEsfzSBTXMI,https://www.youtube.com/watch?v=XEsfzSBTXMI&t=6020s
miren ahí está otra vez más encima del siguiente punto un punto alto y en el siguiente punto mire,450,460,miren ahí está otra vez más encima del siguiente punto un punto alto y en el siguiente punto mire,O1bNrd0JriQ,https://www.youtube.com/watch?v=O1bNrd0JriQ&t=450s
ahí tenemos otra y aquí tenemos la habitación de la mamá de nuestra amiga vamos a en este momento,1037,1046,ahí tenemos otra y aquí tenemos la habitación de la mamá de nuestra amiga vamos a en este momento,k_7y0oEx8vY,https://www.youtube.com/watch?v=k_7y0oEx8vY&t=1037s
si quieren hacerlo largo y terminar de diferente forma como aquí en esta parte pueden hacer nada,1595,1603,si quieren hacerlo largo y terminar de diferente forma como aquí en esta parte pueden hacer nada,aoZhV2Dl29Y,https://www.youtube.com/watch?v=aoZhV2Dl29Y&t=1595s
esas personas y estoy diciendo lo estoy haciendo porque necesito dinero por supuesto porque cada,2062,2067,esas personas y estoy diciendo lo estoy haciendo porque necesito dinero por supuesto porque cada,IywC8kt8iW8,https://www.youtube.com/watch?v=IywC8kt8iW8&t=2062s
fácil de otro tipo vale no lo sé ya estoy diciendo muchas cosas sin sentido y no me gusta hablar,556,562,fácil de otro tipo vale no lo sé ya estoy diciendo muchas cosas sin sentido y no me gusta hablar,HDERiswjQRs,https://www.youtube.com/watch?v=HDERiswjQRs&t=556s
haciendo las cosas más o menos bien como lo hemos estado haciendo y seguir de alguna manera pues,3711,3717,haciendo las cosas más o menos bien como lo hemos estado haciendo y seguir de alguna manera pues,BbqBQdL0Sow,https://www.youtube.com/watch?v=BbqBQdL0Sow&t=3711s
entonces esta persona acá pues me hizo una llamada pues para poder hablar conmigo entonces le de,135,142,entonces esta persona acá pues me hizo una llamada pues para poder hablar conmigo entonces le de,gmdVTHkRctE,https://www.youtube.com/watch?v=gmdVTHkRctE&t=135s
para una historia vale pues vale venga perfecto no tenemos gente ahora mismo aquí no sé de ellos,572,579,para una historia vale pues vale venga perfecto no tenemos gente ahora mismo aquí no sé de ellos,q3XVLrg7yeQ,https://www.youtube.com/watch?v=q3XVLrg7yeQ&t=572s
está porque ahora mismo es cosa me la voz de dios en ti me está hablando a mí como mamá tú sabes,2691,2699,está porque ahora mismo es cosa me la voz de dios en ti me está hablando a mí como mamá tú sabes,Z6PkRedy5EI,https://www.youtube.com/watch?v=Z6PkRedy5EI&t=2691s
pueden ver puedo estar toda la toda la noche o el día por la tarde haciendo esto y bueno este es,578,585,pueden ver puedo estar toda la toda la noche o el día por la tarde haciendo esto y bueno este es,TbXEKuAycCE,https://www.youtube.com/watch?v=TbXEKuAycCE&t=578s
una noche se dice pero son como un par de horas porque del momento del último tren al siguiente,1167,1173,una noche se dice pero son como un par de horas porque del momento del último tren al siguiente,8YM6AolIt9w,https://www.youtube.com/watch?v=8YM6AolIt9w&t=1167s
muy bien acá dice de acuerdo vamos al tren vale pues vamos a poner tren chicos ya estamos en el,450,455,muy bien acá dice de acuerdo vamos al tren vale pues vamos a poner tren chicos ya estamos en el,G6OyafUgx8c,https://www.youtube.com/watch?v=G6OyafUgx8c&t=450s
a hacer aquí miren este es el lado derecho nos vamos a ir al lado de adentro así entonces vamos,1581,1588,a hacer aquí miren este es el lado derecho nos vamos a ir al lado de adentro así entonces vamos,ZmtmnO49caI,https://www.youtube.com/watch?v=ZmtmnO49caI&t=1581s
este equipo pero bueno aún así es un equipo muy muy interesante para nuestro modo carrera ahora,199,204,este equipo pero bueno aún así es un equipo muy muy interesante para nuestro modo carrera ahora,wAVbG2GQl60,https://www.youtube.com/watch?v=wAVbG2GQl60&t=199s
ese también estaba pero no lo hice porque había mucha gente así no también había otro puesto de,253,261,ese también estaba pero no lo hice porque había mucha gente así no también había otro puesto de arco,bRe0mHRbbGs,https://www.youtube.com/watch?v=bRe0mHRbbGs&t=253s
ya está terminado me encanta aquí está la parte de abajo si ustedes gustan también pueden pasar,3205,3212,ya está terminado me encanta aquí está la parte de abajo si ustedes gustan también pueden pasar,g8aat5Z4idw,https://www.youtube.com/watch?v=g8aat5Z4idw&t=3205s
aquí este ustedes van a ver este qué tan largo quieren hacer esta parte yo la hice así de largo,1536,1544,aquí este ustedes van a ver este qué tan largo quieren hacer esta parte yo la hice así de largo,QIXTEmPmELE,https://www.youtube.com/watch?v=QIXTEmPmELE&t=1536s
ya yo yo soy te la voy a comprar ya mejor dicho y esa persona es tan especial y una energía tan,371,379,ya yo yo soy te la voy a comprar ya mejor dicho y esa persona es tan especial y una energía tan,ujeI_Wnb4no,https://www.youtube.com/watch?v=ujeI_Wnb4no&t=371s
como ustedes nos acaba de decir la persona tan cerca y a la misma vez lejos y cuando se nos van,1252,1259,como ustedes nos acaba de decir la persona tan cerca y a la misma vez lejos y cuando se nos van,h6BpNFjZxww,https://www.youtube.com/watch?v=h6BpNFjZxww&t=1252s
